time,cbh (m) (Cloud base height),d2m (K) (2 metre dewpoint temperature),t2m (K) (2 metre temperature),hcc ((0 - 1)) (High cloud cover),lcc ((0 - 1)) (Low cloud cover),mcc ((0 - 1)) (Medium cloud cover),tcc ((0 - 1)) (Total cloud cover),tcw (kg m**-2) (Total column water),tcwv (kg m**-2) (Total column vertically-integrated water vapour),tp (m) (Total precipitation),avg_ie (kg m**-2 s**-1) (Time-mean moisture flux),avg_sdirswrf (W m**-2) (Time-mean surface direct short-wave radiation flux),"avg_sdirswrfcs (W m**-2) (Time-mean surface direct short-wave radiation flux, clear sky)",avg_sdlwrf (W m**-2) (Time-mean surface downward long-wave radiation flux),"avg_sdlwrfcs (W m**-2) (Time-mean surface downward long-wave radiation flux, clear sky)",avg_sdswrf (W m**-2) (Time-mean surface downward short-wave radiation flux),"avg_sdswrfcs (W m**-2) (Time-mean surface downward short-wave radiation flux, clear sky)",avg_sduvrf (W m**-2) (Time-mean surface downward UV radiation flux),avg_slhtf (W m**-2) (Time-mean surface latent heat flux),avg_snlwrf (W m**-2) (Time-mean surface net long-wave radiation flux),"avg_snlwrfcs (W m**-2) (Time-mean surface net long-wave radiation flux, clear sky)",avg_snswrf (W m**-2) (Time-mean surface net short-wave radiation flux),"avg_snswrfcs (W m**-2) (Time-mean surface net short-wave radiation flux, clear sky)",avg_ishf (W m**-2) (Time-mean surface sensible heat flux),avg_tdswrf (W m**-2) (Time mean top downward short-wave radiation flux),avg_tnlwrf (W m**-2) (Time-mean top net long-wave radiation flux),"avg_tnlwrfcs (W m**-2) (Time-mean top net long-wave radiation flux, clear sky)",avg_tnswrf (W m**-2) (Time-mean top net short-wave radiation flux),"avg_tnswrfcs (W m**-2) (Time-mean top net short-wave radiation flux, clear sky)",avg_tprate (kg m**-2 s**-1) (Time-mean total precipitation rate),avg_vimdf (kg m**-2 s**-1) (Time-mean total column vertically-integrated moisture divergence flux),tp_mm (mm) (Total precipitation),avg_tprate_W (W m**-2) (Time-mean total precipitation rate),t2m (°C) (2 metre temperature),d2m (°C) (2 metre dewpoint temperature),balanc_earth (W m**-2) (earth_balance),balanc_atmos (W m**-2) (atmospheric_balance),balanc_surface (W m**-2) (surface_balance)
1990-11-01,1532.9436,295.45288,299.00262,0.6017135,0.16809058,0.20576806,0.6970053,45.552837,45.405186,0.004150395,-4.6830955e-05,165.06522,272.98926,409.49597,398.62238,241.05594,316.64413,29.427294,117.11483,44.709095,-55.53271,-201.85333,265.73587,39.15629,445.56845,239.33617,-278.6806,-312.18878,374.80704,4.8036716e-05,-1.862991e-06,124.51185,120.09179044980556,25.85263,22.302887,72.852615,74.95645262021571,0.87312317
1990-12-01,1022.0763,295.73785,297.91058,0.8117324,0.32947195,0.25178254,0.8834042,49.005154,48.772114,0.008093425,-4.2993288e-05,109.348305,272.89474,412.1428,395.55615,202.86221,315.1679,25.263805,107.51734,34.819042,-51.032375,-169.70026,264.95273,27.852839,444.72025,203.55447,-271.959,-280.84833,374.56314,9.367336e-05,-4.5920715e-05,242.80275,234.18340788339265,24.76059,22.58786,77.29385,204.4488898322452,-0.4889679
1991-01-01,667.3456,295.58664,297.2048,0.8475602,0.43303818,0.5114206,0.9444439,53.084442,52.718266,0.011120721,-3.741879e-05,75.18566,277.9534,414.8704,393.51974,166.38107,318.30853,21.342058,93.57682,26.875687,-47.52022,-139.41382,268.2743,19.9846,447.91144,198.3743,-266.3019,-252.07623,378.62482,0.00012871106,-8.546764e-05,333.6216,321.77766115637496,24.05481,22.436646,53.701935,282.92606432409957,-1.0232925
1991-02-01,855.54706,295.695,297.7448,0.7833028,0.3616995,0.35080528,0.8777488,50.406578,50.132565,0.008258805,-4.115759e-05,101.61878,283.27765,413.13464,395.5052,190.58191,322.05023,24.143269,102.92641,31.914957,-48.99818,-160.34708,272.3651,25.33964,449.17224,212.60161,-270.89862,-272.89902,381.0129,9.558842e-05,-4.708828e-05,247.76413,238.97104256320745,24.594818,22.545013,60.29741,196.17597572971135,0.16606903
1991-03-01,761.74725,295.7054,297.34412,0.85020894,0.4036554,0.46371222,0.93843806,53.332737,52.976864,0.010759081,-3.7871483e-05,77.64822,273.5042,415.0517,394.8149,167.93945,311.36493,21.628857,94.70842,27.719097,-47.311817,-142.12656,265.19708,20.09185,435.81705,196.29233,-267.14838,-251.50322,371.34894,0.00012452576,-8.190818e-05,322.77243,311.31439754972234,24.194122,22.55542,55.21089,272.20968410978094,-0.39281464
1991-04-01,669.97266,295.86038,297.67673,0.6651246,0.39885703,0.3014957,0.83230275,49.785313,49.576263,0.007301698,-4.1892883e-05,106.91441,250.01553,412.0923,394.72464,186.46951,287.18137,23.310936,104.76546,31.773079,-48.640697,-159.78864,247.17723,23.100851,404.98203,227.09702,-273.66772,-261.78442,346.00638,8.451006e-05,-3.4674107e-05,219.05095,211.2751462846063,24.526733,22.710388,34.68741,141.04784373333678,0.14925385
1991-05-01,812.6702,295.67593,297.69763,0.6130752,0.35749084,0.2671892,0.7785514,48.845486,48.667,0.005936962,-3.9980034e-05,100.514725,211.77946,408.8971,392.99084,172.8521,253.56647,20.980896,99.98186,33.69735,-49.08907,-149.17079,219.43845,15.809768,369.821,232.46953,-273.72784,-245.05981,313.94656,6.871415e-05,-1.807258e-05,178.10886,171.78537746076472,24.547638,22.52594,12.590286,84.7119826853741,-0.3181839
1991-06-01,2060.6099,293.58234,298.50537,0.28922468,0.0897932,0.17516632,0.43161073,36.80579,36.749065,0.00072383235,-4.13916e-05,148.86821,189.22357,391.7327,383.23413,205.67482,236.4926,23.522528,103.5124,53.534195,-61.534363,-177.64621,204.22005,19.937609,349.98773,276.06674,-286.20267,-266.2151,292.7529,8.376074e-06,4.14988e-05,21.714972,20.94018554998911,25.355377,20.432343,-9.851654,-93.08587646172964,0.6620102
1991-07-01,2353.0532,290.3154,298.5146,0.15621713,0.025600372,0.16918108,0.30226287,29.704874,29.667145,0.0001528474,-3.5514757e-05,161.52763,192.10542,379.33163,371.47333,220.62105,244.12926,24.913233,88.81531,66.72155,-74.05761,-190.1811,210.334,33.440655,357.36447,283.339,-289.9404,-276.08502,296.47278,1.768947e-06,4.1559575e-05,4.585422,4.422367396728077,25.364594,17.165405,-7.2539673,-92.85049026928755,1.203598
1991-08-01,2581.068,289.98306,299.3037,0.08130319,0.012366228,0.22150467,0.29021493,28.384686,28.336987,0.00010947143,-3.5893223e-05,160.70119,201.1724,383.29584,372.44727,230.5336,263.19965,26.137438,89.761406,67.495094,-77.71717,-197.19968,225.05505,37.604805,386.68304,285.261,-292.96298,-289.77246,317.99283,1.2667001e-06,4.3723438e-05,3.284143,3.166750275340746,26.153717,16.833069,4.5114746,-84.42155996635847,2.338379
