date;Tmax;Tmin;Ta;pa;HR;prec;Ki;Ki-dif;Rn;Hc1;LEc1;G;vento;direcao;FC_diurno;FC_noturno;NEE;NEE_diu;NEE_not;prec_p;prec_era;udir_p;Ta_era;HR_era;e_era;vento_era;udir_era;pa_era;Ki_era
30/04/2002;27.79;23.63;24.55;977.36;86.87;10.41;177.67;15.27;138.58;NA;NA;-2.23;NA;NA;-10.18;6.02;NA;-9.42;7.32;10.41;0.05;120.89;25.56;86.87;28.23;1.95;43.63;994.16;205.77
01/05/2002;28.48;23.7;25.22;976.86;86.08;1.53;207.25;7.46;162.7;NA;NA;-1.75;2.65;77.84;-7.43;6.89;0.15;-7.98;8.28;1.53;1.44;76.54;25.74;86.08;28.34;1.76;39.02;993.91;137.76
02/05/2002;28.32;24.1;NA;975.91;86.96;0;NA;NA;NA;NA;NA;NA;NA;NA;3.88;4;NA;-4.8;5.3;0;0.13;97.45;25.86;86.96;NA;2.31;60.54;993.16;170.96
03/05/2002;27.79;23.34;NA;975.12;87.11;0;NA;NA;NA;NA;NA;NA;NA;NA;28.16;5.08;NA;NA;5.7;0;5.32;91.18;25.39;87.11;28.08;2.18;56.5;992.36;163.69
04/05/2002;28.32;23.66;25.28;976.23;85.58;19.56;177.69;12.97;140.54;NA;NA;-2.19;2.3;67.69;-5.54;7.25;NA;-6.84;8.42;19.56;10.33;91.25;25.66;85.58;28.1;1.74;49.46;993.52;133.56
05/05/2002;28.53;22.75;24.42;977.71;88.6;12.96;134.52;32.32;98.95;NA;NA;-3.02;NA;NA;-5.84;5.98;0.35;-6.41;7.12;12.96;0.2;101.93;24.81;88.6;27.69;1.81;-15.93;995.07;152.6
06/05/2002;29.32;22.8;25.49;977.43;85.46;0;175.29;12.18;116.27;50.12;68.06;-2.67;NA;NA;-6.81;2.39;NA;-7.37;5.91;0;10.06;131.05;25.5;85.46;27.72;1.63;26.09;994.86;137.45
07/05/2002;28.35;23.26;24.92;976.46;85.91;7.36;114.29;38.15;81.67;NA;NA;-3.37;NA;NA;-5.34;3.54;-1.59;-9.22;6.03;7.36;0.83;87.94;25.38;85.91;27.72;1.64;33.7;993.98;133.22
08/05/2002;27.56;22.92;23.94;976.65;88.22;4.83;110.69;30.44;87.99;NA;NA;-3.24;NA;NA;-3.52;4.28;NA;-4.88;6.43;4.83;1.08;109.75;25.05;88.22;27.96;1.87;26.9;994.19;169.87
09/05/2002;28.46;23.24;24.26;977.34;89.53;2.28;174.79;13.71;141.39;NA;NA;-2.17;2.93;-88.11;-7.51;8.37;0.35;-8.63;9.33;2.28;10.36;91.43;25.01;89.53;NA;2.02;15.76;994.71;103.98
10/05/2002;27.15;22.93;24.5;977.45;87.94;1.01;184.14;8.92;129.69;NA;NA;-2.41;NA;NA;-1.82;5.77;2.35;-3.65;8.35;1.01;0.7;84.2;25.02;87.94;27.84;2.14;41.33;994.94;147.85
11/05/2002;29.58;23.05;25.6;977.12;85.68;0;196.84;5.34;153.34;NA;NA;-1.93;2.23;74.78;-5.33;5;0.06;-8.7;7.72;0;0.04;83.28;26.1;85.68;NA;2.13;1.07;994.65;178.87
12/05/2002;27.85;23.45;24.37;977.46;88.29;9.21;141.79;18.73;110.99;NA;NA;-2.78;NA;NA;-6.38;6.92;NA;-7.78;7.48;9.21;0;87.01;25.16;88.29;28.19;2.37;27.98;995.04;192.49
13/05/2002;29.15;23.05;23.97;977.13;85.09;18.74;130.39;24.87;70.64;NA;NA;-3.59;NA;NA;-5.7;5.92;NA;-7.42;7.87;18.74;0;125.81;25.62;85.09;27.82;2.35;15.45;994.21;184.98
14/05/2002;28.79;24.1;25.81;975.87;83.68;0;186.71;6.75;143.82;19.13;122.61;-2.12;1.77;73.28;-3;3.26;NA;-5.99;5.88;0;0.08;72.55;26.33;83.68;28.56;2.53;65.68;993.12;188.46
15/05/2002;29.22;24.38;25.93;976.23;84.29;0;179.79;5.64;120.66;29.92;95.53;-2.59;NA;NA;-6.48;3.66;-0.75;-8.06;5.65;0;0;73.34;26.58;84.29;NA;2.51;61.13;993.65;204.8
16/05/2002;28.66;24.67;25.82;976.01;86.17;0;151.03;16.08;119.07;19.55;98.55;-2.62;3.05;65.05;-7.45;10.06;0.96;-8.93;10.86;0;0.19;64.05;26.41;86.17;NA;2.69;67.46;993.14;193
17/05/2002;29.03;23.7;24.98;975.11;87.95;0.25;151.05;17.32;108.59;22.05;86.55;-2.83;NA;NA;-8.14;6.27;-0.5;-9.29;8.29;0.25;0.22;77.95;25.52;87.95;28.55;2.42;58.68;992.67;168.1
18/05/2002;26.96;23.18;24.92;975;90.43;4.83;173;12.01;137.53;26.67;106.01;-2.25;NA;NA;-7.19;9.03;0.68;-7.31;8.66;4.83;0;51.14;24.78;90.43;28.24;2.28;28.81;992.64;180.39
19/05/2002;28.1;23.21;24.82;975.69;87.26;2.28;111.41;30.74;80.05;9.14;67.42;-3.4;NA;NA;-3.69;5.27;1.59;-5.32;8.49;2.28;1.34;80.66;25.41;87.26;28.14;2.03;63.83;993.02;156.83
20/05/2002;28.62;23.44;25.08;976.51;89.11;1.27;157.2;17.2;98.31;8.66;87.51;-3.03;2.83;64.89;-7.42;6.81;-0.66;-7.61;6.29;1.27;0.02;65.08;25.37;89.11;NA;2.06;8.57;993.52;171.95
21/05/2002;28.9;23.83;26.01;975.89;85.3;0;184.73;7.15;144.45;36.37;109.95;-2.11;2.43;74;-3.92;3.28;-0.01;-6.19;6.16;0;16.46;71.48;26.17;85.3;NA;2.12;0.83;993.36;75.45
22/05/2002;28.75;23.96;25.7;975.66;83.47;0.76;184;5.12;111.49;20.43;88.41;-2.77;2.62;73.12;-6.58;2.48;-1.94;-9.23;4.43;0.76;8.6;70.13;26.05;83.47;28.03;1.95;11.75;993.12;59.42
23/05/2002;28.68;23.43;24.43;976.46;87.23;4.32;137.43;22.01;100.75;18.02;84.15;-2.98;NA;NA;-6.01;0.89;-2.21;-9.11;3.82;4.32;0.81;106.53;25.42;87.23;28.21;1.46;-23.32;993.69;116.93
24/05/2002;27.46;23.37;24.34;976.82;88.73;18.53;100.61;33.92;79.96;14.17;52.27;-3.4;NA;NA;-1.63;2.73;0.72;-4.25;5.7;18.53;0.41;182;25.06;88.73;28.12;0.89;3.96;994.28;110.85
25/05/2002;27.24;23.13;24.55;976.83;91.09;0;185.51;7.93;147.95;33.6;110.83;-2.04;1.9;89.31;-6.55;7.05;0.06;-8.21;8.32;0;0;92.62;24.54;91.09;28.02;1.2;-3.89;994.22;173.62
26/05/2002;27.8;23.06;24.41;976.49;89.43;5.84;173.61;5.45;139.91;35.54;98.09;-2.2;2.01;-81.8;-7.48;6.97;-0.34;-8.71;8.03;5.84;0;103.8;24.83;89.43;27.82;1.46;-28.14;993.73;189.16
27/05/2002;28.48;23.66;25.1;975.59;87.19;0;182.79;5.77;124.75;25.34;97.44;-2.5;2.03;-80.84;-2.84;5.74;NA;-4.59;7.99;0;0;106.81;25.43;87.19;28.16;1.8;-15.45;993.08;196.66
28/05/2002;28.53;22.97;24.56;975.34;87.05;20.05;120.07;20.7;93.41;11.09;80.66;-3.13;NA;NA;-4.59;3.75;NA;-6.35;7.17;20.05;0;102.47;25.3;87.05;28;2.22;16.99;992.75;192.72
29/05/2002;28.51;23.79;24.87;975.59;84.51;0.51;137.57;17.87;92.65;10.71;80.34;-3.15;NA;NA;-3.73;4.49;0.19;-6.16;6.54;0.51;0;81.87;25.89;84.51;28.1;2.17;44.9;992.6;192.15
30/05/2002;28.35;22.52;25.32;976.15;88.71;0;168.25;6.95;130.65;24.63;107.92;-2.39;2.62;76.83;-6.03;6.65;0.13;-7.55;7.81;0;0;78.81;24.95;88.71;27.96;1.92;-37.58;993.63;190.64
31/05/2002;28.42;22.8;25.95;977.8;88.25;6.41;199.93;1.63;125.64;NA;NA;-2.49;NA;NA;-1.93;1.78;NA;-6.14;5.38;6.41;3.2;128.12;24.94;88.25;27.74;1.33;-11.77;995.12;168.63
01/06/2002;28.17;22.65;25.36;977.98;87.53;5.52;177.68;6.65;139.73;17.74;114.11;-2.2;NA;NA;-3.01;1.71;-1.5;-6.64;3.86;5.52;0.89;94.01;24.9;87.53;27.45;1.74;-18.44;995.47;112.06
02/06/2002;27.59;22.14;23.82;977.97;87.81;4.57;177.72;5.21;136.31;32.93;94.19;-2.27;2.4;-83.84;-8.79;3.16;NA;-9.36;6;4.57;0;102.9;24.35;87.81;26.67;2.24;-35.69;995.43;178
03/06/2002;27.64;22.32;24.86;977.26;85.87;2.29;175.96;5.52;131.94;18.25;108.62;-2.36;2.43;73.72;-3.63;1.45;NA;-8.86;3.49;2.29;0;72.6;25.08;85.87;27.23;2.23;6.61;994.49;185.15
04/06/2002;27.81;23.05;24.39;976.93;87.29;8.62;174.11;8.36;NA;NA;NA;NA;NA;NA;-1.51;3.57;NA;-6.27;6.76;8.62;0;69.79;25.15;87.29;27.84;1.9;-24.03;994.12;184.74
05/06/2002;27.84;22.68;25.29;976.22;87.61;0;217.79;0.67;149.43;32.64;118.8;-2.01;2.57;83.33;-5.25;4.87;0.02;-7.08;7.11;0;0;82.34;25.21;87.61;28.01;1.47;-11.16;993.42;186.85
06/06/2002;27.84;22.63;25.67;976.17;88.65;0;187.11;2.59;142.12;30.49;113.68;-2.16;2.39;71.63;-2.79;3.14;0.26;-5.15;5.67;0;0;72.29;24.72;88.65;27.55;1.75;7.02;993.59;185.17
07/06/2002;27.24;22.44;23.82;977.28;91.33;4.83;83.26;32.39;47.52;NA;NA;-4.05;NA;NA;-2.49;4.57;0.97;-4.81;6.75;4.83;0;77.82;24.28;91.33;NA;1.84;-14.07;994.89;184.67
08/06/2002;27.4;22.64;22.97;978.61;90.91;5.08;126.03;22.97;94.95;15.6;76.72;-3.1;NA;NA;-5.83;5.48;-0.36;-6.1;5.37;5.08;0;91.85;24.29;90.91;NA;1.8;31.49;995.91;178.66
09/06/2002;27.29;22.27;NA;978.2;89.13;2.03;NA;NA;NA;NA;NA;NA;NA;NA;-9.32;7.75;NA;-8.97;6.52;2.03;0;118.19;24.31;89.13;27.06;1.81;35.63;995.42;170.91
10/06/2002;28.62;22.84;NA;977.79;85.89;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;172.54;25;85.89;27.08;1.94;28.65;994.85;150.3
11/06/2002;29.07;22.62;NA;977.31;85.23;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.11;51.78;25.17;85.23;27.1;1.65;-57.49;994.74;145.56
12/06/2002;27.85;22.7;NA;977.08;86.75;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;73.96;25.07;86.75;27.51;1.43;-27.57;994.63;162.53
13/06/2002;28;22.18;NA;977.8;88.27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;83.72;24.65;88.27;27.29;1.32;-7.91;995.32;168.05
14/06/2002;27.35;23.32;NA;979.12;90.93;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.22;96.8;24.58;90.93;NA;2.13;8;996.24;166.1
15/06/2002;27.43;22.68;NA;979.24;88.64;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1.98;124.54;24.35;88.64;26.98;1.99;-9.32;996.53;118.33
16/06/2002;27.94;22.34;NA;978.78;87.66;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.01;121.19;24.47;87.66;26.82;2.11;13.46;996.21;150.8
17/06/2002;27.85;22.55;NA;977.89;88.42;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;123.96;24.52;88.42;27.15;1.83;2.11;995.38;171.52
18/06/2002;28.58;22.62;NA;978.29;86.53;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.39;NA;NA;2.14;0;0;133.88;25.06;86.53;27.42;1.73;13.73;995.19;178.92
19/06/2002;28.52;22.54;26.85;978.23;88.18;0;200.95;4.69;124.25;22.52;108.6;-2.52;NA;NA;-6.1;1.52;-2.49;-9.17;4.18;0;0.01;110.31;25.13;88.18;NA;1.92;32.14;995.63;154.54
20/06/2002;28.7;23.52;NA;977.87;82.6;0;NA;NA;NA;NA;NA;NA;NA;NA;-5.85;0.94;NA;-8.59;1.91;0;0.1;102.47;25.88;82.6;27.39;2.15;45.29;995.28;159.08
21/06/2002;27.88;23.14;NA;978.65;87.71;0;NA;NA;NA;NA;NA;NA;NA;NA;-5.91;0.01;NA;-4.82;4.6;0;0;156.15;25.09;87.71;27.89;1.96;12.58;996;173.42
22/06/2002;28.5;23.03;25;979.37;85.7;9.89;192.97;3.77;151.38;34.85;115.47;-1.97;0.86;-86.15;-5.48;3.93;-1.17;-7.25;4.92;9.89;3.82;123.53;25.16;85.7;27.3;2.11;13.43;996.57;113.16
23/06/2002;28.06;22.89;24.75;978.96;86.57;10.42;164.42;6.77;135.23;21.89;106.62;-2.3;1.3;84.26;-2.78;3;0.24;-5.6;6.08;10.42;1.77;120.51;25.22;86.57;27.66;1.79;0.04;996.49;57.43
24/06/2002;27.01;22.58;24.65;979.41;89.42;9.15;178.26;3.45;128.66;18.77;108.43;-2.43;NA;NA;-4.98;5.9;0.02;-6.78;6.82;9.15;0.22;88.3;24.4;89.42;27.3;2.11;-17.71;997.26;154.23
25/06/2002;27.1;22.7;24.49;980.01;89.26;0;129.84;13.17;100.96;13.39;93.44;-2.98;NA;NA;-3.22;3.25;0.26;-4.97;5.49;0;0.91;92.73;24.66;89.26;27.54;2.17;2.69;997.99;90.32
26/06/2002;28.26;23.12;24.74;980.19;88.04;0.25;129.09;20.62;84.84;16.35;65.26;-3.3;NA;NA;-3.21;1.49;0.14;-6.16;6.44;0.25;0.3;65.64;25.22;88.04;28.08;1.98;-14.42;997.51;70.59
27/06/2002;27.69;22.74;24.25;978.88;88.1;5.33;157.29;10.92;123.58;17.48;98.32;-2.53;NA;NA;-5.71;4.85;-0.73;-6.91;5.44;5.33;0;104.5;25.16;88.1;28.01;2.18;53.85;996.22;151.78
28/06/2002;28.26;23.35;25.1;977.91;87.91;1.02;151.73;6.59;112;18.56;85.06;-2.76;2.79;84.62;-2.97;2.34;-0.17;-5.26;4.91;1.02;0;83.64;25.44;87.91;NA;2.31;61.16;995.24;144.93
29/06/2002;29.16;23.2;26.34;978.06;80.63;0;229.04;0.28;175.34;33.75;144.74;-1.49;2.71;-74.02;-3.87;3.34;0.03;-7.16;6.32;0;0;104.05;26.02;80.63;26.89;1.98;40.62;995.37;170.43
30/06/2002;29.9;23.62;25.86;978.89;81.59;0;204.63;1.54;156.44;27.53;132.75;-1.87;NA;NA;-2.5;3.11;-0.55;-4.08;2.97;0;0;98.36;26.06;81.59;27.4;2.04;25.66;996.17;179.58
01/07/2002;29.42;23.2;26.16;979.36;83.21;0;196.27;0.94;149.44;28.76;114.15;-2.01;NA;NA;-6.92;1.69;-1.49;-8.17;4.35;0;0;109.25;25.91;83.21;27.71;2.05;33.9;996.85;178.32
02/07/2002;29.13;24.03;25.71;977.94;84.58;8.07;174.27;3.05;137.22;25.13;112.24;-2.26;1.99;87.68;-5.27;4.17;-1.49;-7.81;4.84;8.07;0.06;97.05;25.91;84.58;28.06;2.12;6.11;995.74;146.49
03/07/2002;27.99;23.17;24.9;977.26;87.05;8.19;177.43;1.76;120.15;16.18;97.29;-2.6;NA;NA;-5.98;2.98;-0.86;-7.47;5.75;8.19;0;107.53;25.01;87.05;27.52;2.17;14.68;995.05;153.98
04/07/2002;28.81;23.16;25.3;977.22;83.57;2.55;187.25;2.97;143.81;23.45;118.12;-2.12;2.41;84.36;-3.42;3.75;0.43;-5.03;5.9;2.55;0;81.63;25.5;83.57;27.1;2.44;70.02;995.1;168.46
05/07/2002;29.05;22.95;25.84;976.96;82.95;0.25;201.88;1.41;126.06;18.88;110.34;-2.48;2.01;-89.92;-2.41;1.73;-0.34;-5.07;4.38;0.25;0;90.36;25.79;82.95;27.37;1.83;-7.4;994.68;165.56
06/07/2002;29.36;23.05;25.85;976.93;82.78;0;186.58;2.85;143.53;25.72;117.98;-2.13;1.95;-83.11;-1.91;1.84;-0.02;-4.2;4.16;0;0;96.23;25.73;82.78;27.22;1.44;-2.37;994.73;150.87
07/07/2002;30.63;23.55;26.91;978.38;81.4;0;231.62;0.27;178.87;50.26;143.53;-1.42;NA;NA;-2.18;1.08;NA;-5.1;2.77;0;0.19;106.47;26.47;81.4;27.89;1.44;7.9;995.74;137.33
08/07/2002;29.86;23.71;26.88;977.85;81.24;0;224.79;0.27;138.36;NA;NA;-2.23;NA;NA;1.48;2.23;NA;-3.36;4.08;0;0;133.04;26.57;81.24;28.05;1.73;37.05;995.57;182.13
09/07/2002;29.11;24.21;26.05;978.03;82.95;0;177.9;3.51;135.34;33.62;96.51;-2.29;NA;NA;-4.78;3.03;-1.05;-7.6;5.5;0;0.06;82.31;26.39;82.95;28.42;2.31;54.33;995.86;157.78
10/07/2002;29.02;23.94;26.19;977.99;84.09;0;184.52;2.95;NA;NA;NA;NA;NA;NA;-3.87;5.51;1.2;-5.5;7.9;0;0.11;81.78;26.41;84.09;NA;2.87;61.9;995.69;147.4
11/07/2002;28.54;23.72;24.22;977.87;83.74;13.45;106.76;23.46;75.7;2.1;70.74;-3.49;1.97;88.52;-2.85;2.18;-0.62;-5.66;4.43;13.45;6.19;99.43;25.88;83.74;27.85;2.73;62;995.58;110.14
12/07/2002;28.15;23.6;25.31;977.85;84.31;2.55;182.67;3.38;116.97;21.17;93;-2.66;NA;NA;-4.38;2.31;-1.04;-6.55;4.47;2.55;14.61;69.62;25.66;84.31;27.69;1.83;56.2;995.54;49.23
13/07/2002;28.95;23.5;25.49;977.96;84.46;0.51;177.33;5.28;141.1;32.36;104.22;-2.18;1.53;73.85;-2.71;3.02;0.1;-5.43;5.64;0.51;2.56;113.8;25.71;84.46;27.82;1.77;63.93;995.57;121.54
14/07/2002;28.76;23.55;25.63;977.57;84.62;2.55;189.47;1.86;152.25;39.46;113.94;-1.96;1.97;71.33;-3.18;3.38;0.51;-6.31;7.34;2.55;0.3;79.75;25.84;84.62;28.07;2.44;61.42;995.37;134.64
15/07/2002;29.35;23.59;25.57;977.52;81.79;0;192.64;1.35;122.52;28.01;93.82;-2.55;2.2;86.25;-4.13;5.66;0.54;-6.62;7.71;0;0.03;91.02;26.06;81.79;27.45;2.04;21.7;995.05;170.8
16/07/2002;29.73;23.64;25.94;977.73;81.49;0;202.64;0.63;156.31;39.99;116.08;-1.87;2.79;81.45;-3.65;2.9;-0.46;-6.54;5.61;0;0;80.75;26.33;81.49;27.77;2.03;-9.19;994.94;184.19
17/07/2002;29.76;24.05;25.86;978.07;80.81;0;192.02;1.18;124.18;37.84;87.87;-2.52;2.89;70.48;-4.77;3.46;-0.8;-6.86;5.25;0;0;72.29;26.6;80.81;27.96;2.18;42.26;995.54;178.16
18/07/2002;28.87;23.84;25.86;977.92;80.73;0;187.21;1.28;144.21;33.81;108.99;-2.12;2.89;59.17;-3.17;2.56;-0.3;-5.93;5.32;0;0.09;59.35;26.12;80.73;27.21;2.58;11.37;995.82;138.6
19/07/2002;28.93;23.62;25.98;977.46;81.37;0;171.21;2.97;102.69;27.11;90.82;-2.95;NA;NA;-2.95;1.28;-0.87;-5.67;3.93;0;0;66.66;25.88;81.37;26.99;1.89;7.77;995.29;165.39
20/07/2002;29.11;22.93;26.07;976.86;82.03;4.07;196.69;2.96;154.8;27.96;113.74;-1.9;NA;NA;-1.6;0.68;-0.29;-3.98;3.4;4.07;0.05;95.4;25.71;82.03;26.95;1.8;7.74;994.8;155.71
21/07/2002;29.46;23.44;25.88;976.59;81.61;0.25;162.84;6.26;121.95;18.3;100.71;-2.56;1.78;69.23;-5.25;1.88;-1.49;-7.87;4.89;0.25;0.49;72.03;26.28;81.61;27.71;1.7;45.22;994.5;125.05
22/07/2002;29.7;24.21;25.65;976.78;80.57;0;159.15;8.18;92.8;17;75.65;-3.14;3.09;69.37;-2.33;5.71;1.27;-4.43;6.97;0;0.83;69.13;26.72;80.57;28.11;2.85;64.98;994.38;142.9
23/07/2002;29.93;24.1;25.72;976.69;78.7;0;214.67;0.62;168.96;48.3;117.8;-1.62;2.87;78.05;-4.11;5.57;0.93;-5.86;7.72;0;0;75.01;26.71;78.7;27.42;2.59;78.82;994.12;183.51
24/07/2002;30.22;24.1;26.06;977.04;80.03;0;179.78;3.15;117.69;41.26;76.38;-2.65;NA;NA;-5.49;4.13;NA;-6.44;6.75;0;0;74.81;27.06;80.03;28.47;2.23;60.75;994.48;188.8
25/07/2002;30.14;24.34;25.79;978.15;80.61;0.25;199.46;1.15;158.67;54.48;107.59;-1.83;2.68;66.43;-4.26;3.75;-0.74;-7.16;5.68;0.25;0;67.95;26.92;80.61;28.45;3.05;63.3;995.28;201.7
26/07/2002;29.23;24.15;25.71;977.81;81.06;0;185.86;2.19;118.28;38;82.23;-2.63;NA;NA;-2.26;2.48;0.3;-4.7;5.31;0;0;77.25;26.24;81.06;27.52;2.47;37.2;995.7;187.16
27/07/2002;28.34;23.52;23.69;979.15;83.32;12.19;133.04;20.01;105.7;21.49;80.62;-2.89;NA;NA;-7.06;3.95;-1.49;-7.21;4.23;12.19;0;83.33;25.58;83.32;27.24;2.78;51.38;996.22;186.45
28/07/2002;28.71;23.08;NA;979.28;83.55;0;NA;NA;NA;NA;NA;NA;NA;NA;-1.77;0.95;NA;-5.54;2.88;0;0.67;73.28;25.43;83.55;27.02;2.37;-3.21;997.14;127.04
29/07/2002;29.59;23;NA;979.1;79.8;0;NA;NA;NA;NA;NA;NA;NA;NA;-4.66;1.73;NA;0.19;4.23;0;0.27;102.29;25.89;79.8;26.44;1.86;17.13;996.45;152.12
30/07/2002;29.07;22.86;25.07;978.37;80.91;3.31;166.31;5.88;136.39;31.1;107.92;-2.27;NA;NA;-2.87;3.35;-0.13;-5.78;5.53;3.31;0;75.49;25.88;80.91;26.88;2.61;4.32;996.12;188.8
31/07/2002;29.49;23.27;24.53;976.96;82.67;0;187.68;2.41;124.47;30.34;88.52;-2.51;2.66;72.63;-6.74;5.83;0.06;-7.95;8.08;0;0.01;75.7;26.03;82.67;27.73;2.28;19.77;994.85;196.32
01/08/2002;28.72;22.56;24.56;977.09;83.27;2.28;126.19;18.1;99.82;24.55;74.16;-3;1.4;39.08;-0.91;2.47;0.91;-3.57;5.39;2.28;6.89;144.51;25.59;83.27;27.25;2.16;33.53;995.09;138.36
02/08/2002;29.34;22.31;25.49;978.18;83.33;0;178.97;9.31;115.16;36.55;72.15;-2.7;0.6;38.43;-3.56;1.03;-1.37;-8.83;6.09;0;5.43;167.33;25.53;83.33;27.11;1.96;26.18;996.16;100
03/08/2002;29.51;23.33;26.25;978.23;82.77;0;192.45;1.73;153.83;36.1;116.65;-1.92;2.9;55.23;-4.08;4.82;0.21;-6.57;6.99;0;1.66;55.38;26.29;82.77;28.16;1.74;-2.23;996.15;148.2
04/08/2002;29.07;23.29;25.95;977.63;82.67;0;187.52;2.42;150.7;41.63;111.99;-1.99;3.07;55.35;-4.5;3.15;-0.42;-6.78;5.93;0;0.03;54.64;25.73;82.67;27.19;2.5;-0.84;995.86;187.6
05/08/2002;29.48;23.34;25.31;976.67;82.81;0.25;195.01;2.08;150;42.39;108.89;-2;2.89;77.2;-5.21;4.31;-0.83;-7.65;5.99;0.25;0;77.36;25.57;82.81;27;2.08;-15.21;994.85;189.34
06/08/2002;29.23;23.2;25.59;976.39;81.25;0;185.11;3.5;146.1;32.61;107.49;-2.08;2.6;84.08;-5.36;2.84;-0.98;-7.64;5.67;0;0.31;84.71;26.09;81.25;27.29;1.96;32.26;994.38;181.64
07/08/2002;29.97;23.93;26.11;977.33;80.8;0;232.39;0.71;148.78;42.68;107.33;-2.02;3.25;57.08;-4.08;3.64;-0.35;-6.58;5.88;0;0;55.5;26.71;80.8;28.14;2.4;53.85;995.03;193.57
08/08/2002;30.14;24.45;26.36;976.73;78.44;0;225.84;0.67;181.5;55.49;124.91;-1.37;2.61;74.99;-5.36;3.15;-1.04;-7.92;4.98;0;0;93.07;27.04;78.44;27.85;2.4;46.74;994.54;196.43
09/08/2002;29.68;24.08;26.66;977.03;81.51;0;207.98;1.3;135.5;28.94;104.83;-2.29;2.42;64.77;-5.09;3.1;NA;-8.8;4.94;0;0;66.81;26.36;81.51;27.86;1.64;37.04;994.5;212.71
10/08/2002;30.2;23.98;26.39;976.76;79.27;0;193.5;2.72;151.89;37.9;114.1;-1.96;2.83;60.78;-4.58;3.14;-0.53;-6.89;5.82;0;0.07;61.01;26.94;79.27;27.85;2.08;30.67;994.33;162.61
11/08/2002;29.67;24.56;26.15;977.61;79.71;0;190.1;3.31;150.3;42.89;105.34;-1.99;3;60.45;-5.11;4.56;-0.27;-7.25;6.71;0;0;62.07;26.84;79.71;28.07;2.46;48.93;995.18;194.83
12/08/2002;30.04;23.3;25.93;977.73;82.56;0;165.9;7.21;102.88;22.34;80.61;-2.94;2.72;59.87;-4.76;4.13;-0.26;-6.79;6.26;0;0;59.34;26.19;82.56;27.9;2.2;39.83;995.47;201.75
13/08/2002;29.82;23.62;26.06;977.73;81.79;0;186.66;3.75;150.04;40.44;106;-2;2.6;59.52;-4.66;2.74;-1.01;-7.99;5.96;0;0;61.03;26.48;81.79;28.02;2.16;29.53;995.17;201.77
14/08/2002;29.97;24.08;25.99;977.9;79.52;0;186.85;5.67;123.53;35.38;89.15;-2.53;3.12;60.13;-4.57;5.88;0.52;-6.65;7.69;0;0;60.15;26.72;79.52;27.78;2.49;41.37;995.1;205.26
15/08/2002;30.3;24.65;25.87;978.23;77.47;0;183.66;4.17;147.86;31.58;114.58;-2.04;2.99;63.94;-7.32;4.79;-1.13;-9.23;6.98;0;0.16;64.91;27.2;77.47;27.82;2.68;34.64;995.35;156.53
16/08/2002;30.18;24.49;26.13;978.65;77.17;0;217.67;1.46;144.62;39.04;107.43;-2.11;NA;NA;-7.06;7.1;-0.08;-8.24;8.09;0;0;84.1;27.1;77.17;27.53;2.88;62.32;995.44;200.32
17/08/2002;29.96;24.48;26.24;977.92;80.25;0;198.43;2.87;162.45;51.4;112.89;-1.75;1.53;51.99;-5.26;2.58;-0.71;-7.44;6.01;0;0;126.33;26.66;80.25;27.9;2.07;18.69;994.95;218.99
18/08/2002;30.07;23.72;25.85;977.03;79.78;0;179.69;5.24;147.82;35.09;108.73;-2.04;2.44;77.7;-6.08;2.01;-2.02;-8.35;4.31;0;0;83.15;26.55;79.78;27.52;2.72;60.96;994.14;221.11
19/08/2002;30.05;24.54;26.01;976.77;79.17;0;201.59;3.75;134.72;43.54;87.92;-2.31;3.16;67.87;-5.93;6.25;0.01;-7.58;7.6;0;0;69.64;26.94;79.17;28.01;2.67;49.38;993.65;209.62
20/08/2002;30.07;24.24;26.16;976.97;76.24;0;203.37;2.52;164.82;46.72;118.13;-1.7;3.29;60.1;-6.51;6.87;-0.14;-7.85;7.58;0;0;60.58;27.03;76.24;27.09;2.89;58.79;994.07;235.06
21/08/2002;31.06;24.81;25.75;977.68;74.73;2.34;200.16;5.52;132.16;35.06;95.41;-2.36;2.43;78.31;-4.01;3.09;0.14;-6.5;5.94;2.34;0;98.71;27.55;74.73;27.33;2.53;54.51;994.7;233.6
22/08/2002;31.18;25.07;26.39;977.33;78.75;0.19;204.36;3.61;167.04;52.87;123.9;-1.66;2.84;83.95;-5.64;2.74;-1.29;-7.56;4.98;0.19;0;83.33;27.31;78.75;28.3;2.34;41.83;994.29;189.47
