time,cbh (m) (Cloud base height),t2m (K) (2 metre temperature),hcc ((0 - 1)) (High cloud cover),lcc ((0 - 1)) (Low cloud cover),mcc ((0 - 1)) (Medium cloud cover),tcc ((0 - 1)) (Total cloud cover),tcw (kg m**-2) (Total column water),tcwv (kg m**-2) (Total column vertically-integrated water vapour),tp (m) (Total precipitation),avg_ie (kg m**-2 s**-1) (Time-mean moisture flux),avg_sdirswrf (W m**-2) (Time-mean surface direct short-wave radiation flux),"avg_sdirswrfcs (W m**-2) (Time-mean surface direct short-wave radiation flux, clear sky)",avg_sdlwrf (W m**-2) (Time-mean surface downward long-wave radiation flux),"avg_sdlwrfcs (W m**-2) (Time-mean surface downward long-wave radiation flux, clear sky)",avg_sdswrf (W m**-2) (Time-mean surface downward short-wave radiation flux),"avg_sdswrfcs (W m**-2) (Time-mean surface downward short-wave radiation flux, clear sky)",avg_sduvrf (W m**-2) (Time-mean surface downward UV radiation flux),avg_slhtf (W m**-2) (Time-mean surface latent heat flux),avg_snlwrf (W m**-2) (Time-mean surface net long-wave radiation flux),"avg_snlwrfcs (W m**-2) (Time-mean surface net long-wave radiation flux, clear sky)",avg_snswrf (W m**-2) (Time-mean surface net short-wave radiation flux),"avg_snswrfcs (W m**-2) (Time-mean surface net short-wave radiation flux, clear sky)",avg_ishf (W m**-2) (Time-mean surface sensible heat flux),avg_tdswrf (W m**-2) (Time mean top downward short-wave radiation flux),avg_tnlwrf (W m**-2) (Time-mean top net long-wave radiation flux),"avg_tnlwrfcs (W m**-2) (Time-mean top net long-wave radiation flux, clear sky)",avg_tnswrf (W m**-2) (Time-mean top net short-wave radiation flux),"avg_tnswrfcs (W m**-2) (Time-mean top net short-wave radiation flux, clear sky)",avg_tprate (kg m**-2 s**-1) (Time-mean total precipitation rate),avg_vimdf (kg m**-2 s**-1) (Time-mean total column vertically-integrated moisture divergence flux),tp_mm (mm) (Total precipitation),avg_tprate_W (W m**-2) (Time-mean total precipitation rate),balanc_earth (W m**-2) (earth_balance),balanc_atmos (W m**-2) (atmospheric_balance),balanc_surface (W m**-2) (surface_balance)
2023-03-01 00:00:00,,297.10468,0.81064326,0.30065355,0.49073985,0.908112,49.106674,48.711563,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01 00:00:00,,297.1233,0.83028156,0.30718973,0.47760567,0.91976494,50.959423,50.527874,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01 00:00:00,,297.51453,0.690746,0.33240473,0.43651444,0.855006,51.651146,51.34138,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 00:00:00,,296.52454,0.48291102,0.35685575,0.45031938,0.7743247,47.688713,47.435257,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01 00:00:00,,296.96097,0.4424869,0.31425726,0.37005472,0.7185087,46.025524,45.817535,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01 00:00:00,,297.74866,0.4508056,0.2418066,0.2708475,0.6608603,44.2006,44.055206,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01 00:00:00,,298.2865,0.547888,0.1719273,0.2510322,0.6824355,45.557617,45.39915,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-01 00:00:00,,298.79834,0.7081133,0.15965474,0.3063095,0.79758745,48.705746,48.511646,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-01 00:00:00,,298.1952,0.66889256,0.21388482,0.36001632,0.8046313,50.228817,49.985424,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 00:00:00,,297.67435,0.7185917,0.29514048,0.52261937,0.882138,53.01798,52.674675,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 00:00:00,,298.26086,0.63210785,0.22866562,0.43663365,0.8194339,49.923935,49.655876,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01 00:00:00,,298.30463,0.7094812,0.26265132,0.42653403,0.85619694,52.202396,51.88941,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01 00:00:00,,298.35245,0.7796387,0.2537248,0.4090194,0.8804201,52.692707,52.37416,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01 00:00:00,,298.36005,0.7525314,0.2495297,0.47606152,0.8746286,53.38332,53.06545,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,,297.80106,0.5773758,0.34824702,0.44459653,0.81899,52.914406,52.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01 00:00:00,,297.3687,0.4969632,0.27831814,0.38598442,0.7248609,47.632313,47.40116,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 00:00:00,,296.82077,0.33511093,0.23887825,0.39300254,0.65623546,43.523647,43.32389,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01 00:00:00,,297.4588,0.300577,0.19977005,0.26608852,0.543324,41.783596,41.636375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01 00:00:00,,298.56577,0.44955838,0.11894125,0.24493046,0.59672815,42.640366,42.495365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01 00:00:00,,298.53104,0.64688647,0.17820553,0.27471936,0.751198,47.478825,47.277657,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01 00:00:00,,297.98782,0.7277015,0.20682332,0.29334882,0.8231435,48.12703,47.877586,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01 00:00:00,,297.66934,0.6310162,0.25326854,0.47990495,0.81735516,50.89547,50.58672,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01 06:00:00,,,,,,,,,0.006935106,-4.2027463e-05,122.82824,268.08185,407.52432,388.27127,192.94063,306.78906,23.812088,105.101974,35.442913,-54.25225,-166.0198,264.189,24.336437,428.87,242.18164,-278.2451,-269.0241,366.44672,8.0265636e-05,-4.1505653e-05,208.05319,200.6640897889156,26.842468,121.26611005258746,1.1384735
2020-02-01 06:00:00,,,,,,,,,0.008507493,-4.1510888e-05,109.30853,274.35443,411.1283,391.91296,188.35657,313.87906,23.70353,103.81007,32.774258,-51.606445,-161.12039,268.96606,23.9002,438.8253,224.46825,-272.83917,-267.82925,374.75104,9.846433e-05,-6.0409326e-05,255.2248,246.16081645945087,43.361008,185.07589366892353,0.63586426
2020-03-01 06:00:00,,,,,,,,,0.00946602,-4.2112457e-05,113.32682,273.8498,412.27142,393.54095,193.08424,312.8791,24.168623,105.31479,32.45908,-50.75684,-165.20793,268.18558,27.043907,436.77032,216.9486,-271.55136,-271.7493,373.42355,0.000109559114,-7.3594914e-05,283.98062,273.8977855187841,54.800705,222.9935420495458,0.3901596
2020-04-01 06:00:00,,,,,,,,,0.00916079,-3.852196e-05,104.85597,260.72446,408.59125,389.0696,178.82753,298.07852,22.487698,96.335175,32.48051,-51.46964,-153.61322,256.40787,24.979982,417.0707,221.47272,-270.1081,-255.56653,356.9209,0.000106026295,-6.840181e-05,274.82367,265.0657370395493,34.09381,203.00682285497896,-0.18244934
