time,cbh (m) (Cloud base height),d2m (K) (2 metre dewpoint temperature),t2m (K) (2 metre temperature),hcc ((0 - 1)) (High cloud cover),lcc ((0 - 1)) (Low cloud cover),mcc ((0 - 1)) (Medium cloud cover),tcc ((0 - 1)) (Total cloud cover),tcw (kg m**-2) (Total column water),tcwv (kg m**-2) (Total column vertically-integrated water vapour),tp (m) (Total precipitation),avg_ie (kg m**-2 s**-1) (Time-mean moisture flux),avg_sdirswrf (W m**-2) (Time-mean surface direct short-wave radiation flux),"avg_sdirswrfcs (W m**-2) (Time-mean surface direct short-wave radiation flux, clear sky)",avg_sdlwrf (W m**-2) (Time-mean surface downward long-wave radiation flux),"avg_sdlwrfcs (W m**-2) (Time-mean surface downward long-wave radiation flux, clear sky)",avg_sdswrf (W m**-2) (Time-mean surface downward short-wave radiation flux),"avg_sdswrfcs (W m**-2) (Time-mean surface downward short-wave radiation flux, clear sky)",avg_sduvrf (W m**-2) (Time-mean surface downward UV radiation flux),avg_slhtf (W m**-2) (Time-mean surface latent heat flux),avg_snlwrf (W m**-2) (Time-mean surface net long-wave radiation flux),"avg_snlwrfcs (W m**-2) (Time-mean surface net long-wave radiation flux, clear sky)",avg_snswrf (W m**-2) (Time-mean surface net short-wave radiation flux),"avg_snswrfcs (W m**-2) (Time-mean surface net short-wave radiation flux, clear sky)",avg_ishf (W m**-2) (Time-mean surface sensible heat flux),avg_tdswrf (W m**-2) (Time mean top downward short-wave radiation flux),avg_tnlwrf (W m**-2) (Time-mean top net long-wave radiation flux),"avg_tnlwrfcs (W m**-2) (Time-mean top net long-wave radiation flux, clear sky)",avg_tnswrf (W m**-2) (Time-mean top net short-wave radiation flux),"avg_tnswrfcs (W m**-2) (Time-mean top net short-wave radiation flux, clear sky)",avg_tprate (kg m**-2 s**-1) (Time-mean total precipitation rate),avg_vimdf (kg m**-2 s**-1) (Time-mean total column vertically-integrated moisture divergence flux),tp_mm (mm) (Total precipitation),avg_tprate_W (W m**-2) (Time-mean total precipitation rate),t2m (°C) (2 metre temperature),d2m (°C) (2 metre dewpoint temperature),balanc_earth (W m**-2) (earth_balance),balanc_atmos (W m**-2) (atmospheric_balance),balanc_surface (W m**-2) (surface_balance)
1991-01-01,721.8,296.182,298.39642,0.77122694,0.33833078,0.49766988,0.88822836,56.170452,55.824303,0.01124027,-3.922225e-05,83.48654,261.90448,418.90704,401.3916,165.39351,302.13577,21.282421,98.0867,28.745455,-45.433895,-141.96638,258.9541,16.986336,430.1401,207.50589,-267.45105,-251.20734,366.66684,0.00013009562,-8.25025e-05,337.2081,325.23905247217044,25.24643,23.032013,43.701447,272.70590275293216,-1.8521042
1991-02-01,829.7731,296.19373,298.80908,0.71579546,0.28260317,0.37948546,0.83742034,54.069782,53.772194,0.00821769,-4.2633073e-05,110.25509,271.51605,418.21185,403.27036,191.0734,311.5623,23.973587,106.61598,32.96887,-47.259834,-164.11482,267.04742,24.284483,439.57147,219.7797,-271.15256,-274.99536,375.4164,9.5110976e-05,-4.2962227e-05,246.53069,237.7774399064947,25.659088,23.043732,55.215668,186.1316421770025,0.2454834
1991-03-01,1007.9498,296.13846,298.7641,0.7681828,0.27994525,0.49167904,0.8841858,56.298016,55.94643,0.009528302,-4.2105825e-05,102.02349,269.72052,419.8615,403.55017,185.30237,309.7618,23.548758,105.29774,31.270615,-46.753555,-159.57626,266.12433,23.152367,437.3569,207.54532,-268.80753,-269.76862,374.37018,0.0001102809,-5.813742e-05,285.84903,275.7022411969956,25.614105,22.988464,62.223297,232.77225615060888,-0.14445496
1991-04-01,764.4238,296.514,298.82156,0.74267536,0.29887736,0.3039999,0.8523694,54.74469,54.524548,0.009144426,-4.3398893e-05,107.49231,254.97087,417.5968,403.4319,188.38158,294.2412,23.611048,108.531494,32.810333,-46.278004,-163.03406,254.20709,22.224018,417.5672,218.02165,-270.9763,-269.66513,357.90942,0.00010583859,-5.5250803e-05,274.3328,264.5964741532225,25.67157,23.364014,51.64348,208.24024627846666,-0.53178406
1991-05-01,636.46295,296.67584,298.76166,0.73302823,0.3304797,0.32985917,0.8512991,55.136906,54.90331,0.009197382,-3.8932765e-05,85.7742,227.20897,418.38037,403.32117,163.0871,268.8838,20.336452,97.3624,30.243963,-44.572456,-142.11674,233.93726,15.03619,390.24823,214.90297,-271.55698,-243.64491,333.83847,0.000106450076,-6.0928207e-05,275.92145,266.1251892277505,25.611664,23.525848,28.741943,198.03053895919584,-0.5258026
1991-06-01,788.9664,296.59296,298.88126,0.5229787,0.24844666,0.26506943,0.69245684,51.10691,50.94408,0.005491325,-4.291564e-05,112.8605,202.82632,414.08258,401.8871,182.4778,251.199,21.90588,107.32402,35.77294,-47.299255,-160.00793,219.43257,17.501194,373.71066,244.75607,-276.697,-257.96527,316.68982,6.35546e-05,-9.159226e-06,164.73976,158.88650523265824,25.731262,23.442963,13.209198,65.36190806468949,-0.5902252
1991-07-01,1286.589,295.37817,298.81964,0.31333727,0.16630484,0.22377929,0.5128102,44.16427,44.04936,0.002602895,-4.5684745e-05,139.3145,203.07692,404.6501,394.125,205.96281,256.2915,24.32176,114.248314,45.006996,-54.829937,-181.04034,224.24928,21.305489,379.48462,263.1739,-281.35693,-277.18555,319.79266,3.0126173e-05,3.0234729e-05,78.08685,75.31543360528303,25.669647,22.22818,14.011658,-25.40077580633806,0.47955322
1991-08-01,1635.3083,295.0931,299.56042,0.22988798,0.12903506,0.23188813,0.45584935,41.52995,41.42177,0.0018994943,-4.548311e-05,152.33342,208.15445,405.30353,395.09772,224.26254,270.40445,26.263857,113.74385,49.29705,-58.728416,-196.18114,235.49672,31.826487,402.47934,270.37936,-284.62735,-297.82593,336.60776,2.198357e-05,3.8648217e-05,56.98483,54.95892310136696,26.41043,21.943115,27.446564,-32.65210747724632,1.3137589
1991-09-01,1756.1952,295.35706,300.7286,0.40390867,0.109591596,0.19890192,0.54214144,44.690514,44.59137,0.0016152406,-4.5794794e-05,171.4362,225.64778,410.228,402.09665,247.03735,289.95825,29.226841,114.5235,51.1327,-58.834084,-213.95473,249.87025,46.403587,425.45752,259.33835,-280.49005,-319.54407,354.89114,1.8695684e-05,4.657379e-05,48.45722,46.73921011999482,27.578613,22.207062,60.20572,-9.473505028930958,1.8949356
1991-10-01,1491.5973,295.26443,300.43393,0.36897653,0.13824487,0.16858928,0.5010439,42.053684,41.9413,0.0033184052,-4.5302797e-05,169.3038,236.79675,407.82455,399.01535,247.89038,300.54434,29.348392,113.29291,51.997246,-60.402466,-212.59375,256.6943,47.513252,434.90802,260.98877,-284.22122,-318.30502,361.15717,3.840893e-05,2.047337e-05,99.552155,96.02232239558361,27.283936,22.11444,57.316254,40.25533173396252,-0.20966339
1991-11-01,2283.0413,295.01465,300.67664,0.5011023,0.09747103,0.17544462,0.59162974,42.834656,42.74324,0.0015678797,-4.5949382e-05,175.74867,236.44238,407.19067,399.76755,251.38109,297.85922,29.831781,114.90983,54.416733,-61.496544,-214.96614,253.81009,44.633736,430.24274,261.14792,-283.88074,-318.10568,356.36295,1.8147934e-05,4.1561947e-05,47.036392,45.36983396974392,27.526642,21.864655,56.957764,-13.588074660627171,1.0058441
1991-12-01,2019.0328,295.26035,300.9146,0.6753665,0.10094464,0.25707453,0.7570145,49.022762,48.874825,0.0027797406,-4.1395644e-05,150.24567,234.84488,415.03662,404.92316,230.2619,292.58456,27.764193,103.52212,48.229248,-58.085636,-197.1111,249.75853,44.748672,424.57147,234.49973,-273.952,-300.78513,352.8175,3.217222e-05,2.6832187e-05,83.39222,80.4305454948917,27.764618,22.110352,66.2854,42.5827671745792,0.6110611
1992-01-01,1136.3346,296.06015,300.13284,0.7290255,0.24574655,0.3413626,0.83384335,52.071163,51.858284,0.006072206,-3.9877825e-05,113.227165,240.46294,420.07828,406.05136,198.98001,297.0356,24.705318,99.7258,37.729668,-51.24771,-170.55785,254.00609,33.2049,430.01392,220.47264,-272.83847,-276.84372,358.70352,7.027961e-05,-2.854444e-05,182.16618,175.6990241119638,26.98285,22.910156,56.37108,132.446815402247,-0.102508545
1992-02-01,935.0272,296.09158,299.43842,0.7103672,0.27836555,0.35819083,0.8276117,53.139843,52.89023,0.007455625,-4.2419542e-05,110.73614,249.17224,419.32996,404.8056,198.59427,305.58316,24.868706,106.08294,35.11444,-49.068695,-170.31406,261.39844,31.1687,439.54236,221.55646,-271.69196,-280.26038,368.16342,8.6290405e-05,-4.02843e-05,223.66875,215.72601326624863,26.288422,22.94159,58.70392,170.39901741663925,-2.0520248
1992-03-01,728.72766,296.46918,298.90936,0.78748,0.3249443,0.35631,0.88265634,56.20287,55.88741,0.009798784,-4.112189e-05,86.68874,247.56322,420.4361,404.989,178.98743,303.18863,22.954945,102.83734,30.55168,-45.317738,-153.80244,259.99606,21.588345,437.02515,207.26839,-268.9353,-264.64447,367.40945,0.00011340899,-5.9667604e-05,293.96353,283.522476820508,25.759369,23.319183,57.376083,239.23614182905294,-1.1749268
1992-04-01,875.5658,296.61218,299.3091,0.73957205,0.2887258,0.3129648,0.8364912,54.224487,53.999485,0.0072144237,-4.3464188e-05,108.27584,235.2631,419.5765,406.12332,190.00958,288.3883,23.719265,108.69509,33.639526,-46.410904,-164.44804,248.72789,21.910618,416.8659,225.86755,-273.5688,-269.57962,351.0607,8.350007e-05,-2.6564143e-05,216.43271,208.75017071375623,26.159119,23.462189,43.712067,143.56433392176405,0.2028122
1992-05-01,1060.6475,296.607,299.83487,0.43089262,0.16537295,0.1831471,0.5735967,48.781155,48.66384,0.0028691415,-4.5749315e-05,139.67303,213.64375,414.21725,405.21994,208.43794,266.1181,25.065205,114.40993,41.543884,-50.13747,-181.78033,231.10645,25.964756,389.59467,261.1985,-281.78088,-279.8049,327.4516,3.3206357e-05,2.6779746e-05,86.07425,83.01589332404546,26.684875,23.457,18.606415,-12.649389879079536,-0.13822937
1992-06-01,1249.2922,295.62717,299.5209,0.24005096,0.14929137,0.19245832,0.42840505,44.024498,43.925983,0.0019741254,-4.2818927e-05,138.16443,197.19792,406.75168,397.79608,202.58261,250.97272,23.927444,107.08161,46.17045,-54.654095,-177.60196,218.95729,25.389498,373.53085,273.77603,-284.88574,-272.5492,313.10123,2.2846612e-05,3.1614054e-05,59.223763,57.11653102480341,26.37091,22.477173,-1.2268372,-50.15232883847784,-1.0395889
1992-07-01,1688.9178,294.5113,299.6264,0.20626737,0.08990048,0.20411088,0.3935067,40.484997,40.389156,0.0013684004,-3.9964696e-05,154.61731,204.26747,402.19888,393.56213,217.55244,257.95273,25.439888,99.94327,52.896282,-61.122948,-191.2397,225.62508,37.805073,379.85678,271.78912,-285.18945,-285.32288,319.60345,1.583833e-05,4.0636423e-05,41.052013,39.59582500101533,26.47641,21.361298,13.533752,-47.408767894492485,0.5950775
1992-08-01,1509.4984,295.21313,299.94296,0.5177402,0.13446608,0.18418095,0.6280543,42.77507,42.661583,0.0024792696,-4.2145803e-05,151.43546,215.45084,408.19336,398.6217,223.02425,272.7076,26.083488,105.398155,49.06389,-58.026154,-195.18065,237.71318,39.80538,403.07483,254.6654,-282.13348,-297.66858,340.0412,2.8693828e-05,2.4089522e-05,74.37809,71.73457106546266,26.792969,22.06314,43.003174,8.426366414583754,0.91322327
1992-09-01,1910.1948,294.73465,301.2736,0.39767322,0.09640949,0.18147607,0.52335936,40.98231,40.889538,0.0014613812,-4.0889136e-05,183.75616,240.08986,409.2655,401.3897,250.84972,295.6776,29.505253,102.25544,55.47524,-63.052174,-217.38321,255.03009,58.375,425.84424,270.9795,-288.33316,-322.07056,359.40332,1.6913964e-05,4.282776e-05,43.841434,42.28490979585331,28.123596,21.584656,51.091064,-10.156999994185753,1.2775345
1992-10-01,2426.5598,293.93982,302.10645,0.4830165,0.062442485,0.19183123,0.58843297,40.87279,40.790627,0.00062294985,-3.8690694e-05,207.84126,254.56146,409.97485,402.9366,271.444,306.92136,32.102077,96.757614,61.68265,-68.563965,-233.22769,262.50293,72.86249,434.88388,272.05133,-288.45428,-337.02097,366.28064,7.20773e-06,5.7156933e-05,18.688496,18.019325125351315,28.956451,20.789825,64.969635,-15.69359601722681,1.924942
1992-11-01,1731.5026,295.32687,300.7112,0.74040824,0.13876437,0.19724081,0.7969661,48.10034,47.94399,0.0040728445,-4.3151886e-05,153.32288,249.83633,414.18826,403.7564,231.55148,300.12317,28.11151,107.9132,47.47021,-57.651608,-198.24431,256.25418,43.564674,429.99445,230.94109,-276.61078,-305.21335,362.07568,4.7139783e-05,8.135587e-06,122.18533,117.84945854742546,27.561218,22.17688,74.27226,84.91230187017936,-0.7037811
1992-12-01,1158.7319,295.886,300.13623,0.84337085,0.20355256,0.3290748,0.8980886,52.51444,52.26948,0.005939058,-3.890793e-05,109.06771,247.81812,419.0153,404.9187,194.54291,295.27847,24.104366,97.30038,38.444916,-51.996723,-166.60529,252.48196,32.999615,424.5073,209.68306,-270.88535,-273.347,358.16864,6.873638e-05,-2.3003553e-05,178.17174,171.84094758704305,26.986237,22.735992,63.663925,140.34411760047078,-2.1396255
1993-01-01,963.8205,295.84033,298.80505,0.7641288,0.28383914,0.38352114,0.8603813,51.91678,51.609093,0.008572632,-3.984602e-05,98.546394,256.1624,415.27283,398.87997,182.9381,301.85364,23.043335,99.64729,34.223255,-49.90841,-156.85873,258.46722,24.88753,430.18567,208.97374,-269.5945,-264.16095,364.1099,9.9219265e-05,-4.8647096e-05,257.179,248.04816348478198,25.65506,22.690338,55.18721,205.48741824552417,-1.8993378
1993-02-01,896.8401,295.7666,298.50113,0.8644766,0.2897921,0.4307366,0.9297941,53.577435,53.253086,0.009867546,-4.0035862e-05,93.05092,264.57584,416.75626,399.76743,182.67372,310.00363,23.156746,100.121376,32.63441,-48.80675,-156.77824,265.54318,25.277342,439.54214,200.05142,-268.58087,-266.64203,373.26627,0.0001142064,-6.767393e-05,296.02637,285.5159982573241,25.351135,22.616608,66.59061,253.2401193510741,-1.2548904
1993-03-01,810.35254,295.93582,298.18802,0.8553982,0.34251395,0.42261657,0.93156755,53.601135,53.2651,0.011213718,-3.8738297e-05,77.51786,263.00552,416.10376,398.04376,169.28061,308.3298,21.614689,96.87546,30.29093,-47.46284,-145.44122,264.67975,20.159126,437.03558,197.06895,-267.7744,-255.41644,371.93997,0.00012978942,-8.1808634e-05,336.41156,324.4735489715822,25.038025,22.785828,58.34749,287.8298645843752,-1.8842926
1993-04-01,675.042,296.36377,298.5437,0.81496793,0.35994607,0.34014988,0.9034036,55.43726,55.17282,0.010105691,-3.9569037e-05,81.10505,248.09459,418.71634,402.1651,167.48814,291.88586,21.465185,98.95415,29.390339,-45.138172,-144.82684,252.05336,17.628586,416.99692,203.91853,-269.27872,-251.51599,355.71738,0.00011696288,-6.9174304e-05,303.17072,292.4072032328695,25.393707,23.213776,47.597458,242.19673875533044,-1.146225
1993-05-01,799.0686,296.5881,299.1552,0.55803764,0.26807454,0.26899695,0.71223146,51.81834,51.642628,0.006205701,-4.2172756e-05,112.52828,224.34047,416.41498,403.50012,184.71707,268.62842,22.662155,105.46589,34.82976,-47.10043,-161.0397,233.5956,19.727636,389.7147,240.32645,-277.56638,-261.38535,331.97403,7.182375e-05,-1.4829902e-05,186.17102,179.559374373639,26.005219,23.43811,21.058899,94.13596586533822,1.0164185
1993-06-01,959.16315,296.38712,299.4481,0.36487678,0.1962209,0.21986303,0.56037027,47.269005,47.133488,0.003499124,-4.3654018e-05,129.3903,205.92532,411.47028,400.36948,193.57776,252.89699,23.006556,109.16893,40.153805,-50.6328,-169.7468,220.89952,21.059832,373.50272,259.3472,-280.12097,-267.0059,316.98697,4.0497995e-05,1.2505712e-05,104.973724,101.24498658115044,26.298096,23.237122,7.6586914,0.37052063876762986,-0.6357727
1993-07-01,1249.3799,295.7624,299.3092,0.28895748,0.1882764,0.21449819,0.51375633,43.81295,43.690907,0.0029265967,-4.3422944e-05,141.30685,211.36034,407.45425,396.6129,204.23474,258.90985,24.139147,108.59141,44.37517,-54.58812,-179.63602,226.71619,26.34677,379.64792,265.88626,-284.08136,-276.63922,322.9461,3.387072e-05,2.8944398e-05,87.7979,84.67680345347617,26.15921,22.612396,10.75296,-13.48431410023477,0.32266998
1993-08-01,1255.2465,295.86035,299.6027,0.36797783,0.18365072,0.20065103,0.5599754,44.288963,44.16645,0.003696246,-4.5111192e-05,147.3155,220.96867,408.9827,398.55945,215.91711,273.54535,25.680965,112.814285,44.6213,-54.312622,-189.06206,238.63242,30.945362,402.78763,261.53857,-282.82635,-293.46042,342.37946,4.2782227e-05,6.5101094e-06,110.88738,106.95556738937739,26.452698,22.710358,31.921844,25.382020026096143,0.6811218
1993-09-01,1563.7827,295.47363,300.4713,0.4683496,0.15378934,0.17348304,0.59327227,42.73103,42.6185,0.0032504252,-4.6548208e-05,172.95142,244.97925,409.8014,400.34903,242.75417,296.2562,28.789042,116.40735,49.95092,-58.783295,-210.32268,255.70102,42.854946,425.6187,258.38858,-285.15536,-316.80463,361.38284,3.762062e-05,1.8208879e-05,97.51276,94.05154742125887,27.32132,22.323639,58.416046,34.95078982238192,1.1094666
1993-10-01,1425.265,296.13583,300.41138,0.62109816,0.1761063,0.21396047,0.7205515,47.50743,47.337505,0.005078115,-4.5463148e-05,150.422,255.28687,415.9244,404.7354,227.6157,304.20496,27.638687,113.694214,43.6932,-54.234856,-195.45682,260.4756,38.125843,434.78653,235.37671,-279.09512,-304.61246,368.59402,5.877232e-05,-8.468065e-06,152.34344,146.93079720018432,27.261383,22.98584,69.23575,102.5287776994519,-0.05644226
1993-11-01,1013.3337,296.51514,299.5651,0.8198297,0.25314784,0.26786396,0.8772785,52.530685,52.296524,0.008236861,-4.2714466e-05,107.83145,252.42493,418.4865,404.60257,196.49539,299.2326,24.418444,106.8204,35.833817,-48.99961,-167.903,255.7051,26.252577,429.96832,205.49057,-272.09915,-277.43927,364.12564,9.533358e-05,-4.9836875e-05,247.10583,238.3339415246155,26.4151,23.365143,71.9487,204.46603686152957,-1.0037918
1993-12-01,888.73157,296.40085,299.6039,0.7470956,0.28212634,0.33339438,0.84762245,53.11193,52.82017,0.008342205,-4.1233117e-05,111.103165,251.8784,420.0487,405.17615,188.5992,296.03064,23.372025,103.11502,34.506287,-48.618687,-161.51538,253.24255,25.2739,424.427,218.7027,-272.08606,-269.36606,359.68698,9.655364e-05,-5.0512765e-05,250.26614,241.38409571605735,26.453918,23.250854,50.66336,190.31226115184836,-1.3798218
1994-01-01,768.3551,296.08218,298.42715,0.82964295,0.33877563,0.44204172,0.9166565,54.50633,54.06612,0.012939136,-3.9682018e-05,90.04796,259.8347,417.6542,399.95914,172.28197,302.16876,21.83437,99.23666,30.596336,-47.417133,-147.73305,258.88657,19.803743,430.03018,204.18155,-267.32117,-255.61531,365.60788,0.00014975827,-0.00010129831,388.17407,374.39567677211016,25.27716,22.93219,51.43376,328.49647633265704,-1.9036865
1994-02-01,783.2429,295.96118,298.23633,0.82821536,0.30852363,0.4737364,0.9219955,54.716347,54.382153,0.010965773,-3.9528684e-05,86.83437,267.84424,416.46002,398.91315,173.7538,310.38217,22.155344,98.85263,30.047155,-46.760952,-149.12152,265.97696,20.0289,439.42444,202.92899,-266.92612,-259.18567,374.48587,0.000126918,-8.084222e-05,328.97318,317.2950164298527,25.086334,22.811188,56.256683,274.5062285880558,0.19283295
1994-03-01,803.90393,296.14194,298.43646,0.780884,0.30212888,0.38835427,0.8813459,54.304077,54.008064,0.009699758,-4.2369447e-05,100.764,267.18787,416.5166,400.6981,186.65683,309.35678,23.575138,105.95739,32.236317,-47.24174,-160.68883,265.67505,23.360773,437.05746,212.96848,-269.49316,-271.2581,373.23248,0.000112265734,-5.8530222e-05,290.99277,280.6643351505045,25.286469,22.991943,58.28961,233.86220349767245,-0.86564636
1994-04-01,734.58856,296.39438,298.60007,0.79113466,0.32809526,0.39897367,0.8943261,55.247135,54.95791,0.010214673,-4.0724757e-05,93.171555,252.40073,417.83606,401.71387,176.77605,293.30237,22.381725,101.84391,30.935259,-46.308422,-152.93758,253.35942,20.710495,417.14087,211.94376,-269.75885,-258.8101,356.9821,0.000118224205,-6.966816e-05,306.4402,295.5605123133864,25.450073,23.244385,46.866333,241.1350209803786,-0.5520859
