mes,cbh (m) (Cloud base height),d2m (K) (2 metre dewpoint temperature),t2m (K) (2 metre temperature),hcc ((0 - 1)) (High cloud cover),lcc ((0 - 1)) (Low cloud cover),mcc ((0 - 1)) (Medium cloud cover),tcc ((0 - 1)) (Total cloud cover),tcw (kg m**-2) (Total column water),tcwv (kg m**-2) (Total column vertically-integrated water vapour),tp (m) (Total precipitation),avg_ie (kg m**-2 s**-1) (Time-mean moisture flux),avg_sdirswrf (W m**-2) (Time-mean surface direct short-wave radiation flux),"avg_sdirswrfcs (W m**-2) (Time-mean surface direct short-wave radiation flux, clear sky)",avg_sdlwrf (W m**-2) (Time-mean surface downward long-wave radiation flux),"avg_sdlwrfcs (W m**-2) (Time-mean surface downward long-wave radiation flux, clear sky)",avg_sdswrf (W m**-2) (Time-mean surface downward short-wave radiation flux),"avg_sdswrfcs (W m**-2) (Time-mean surface downward short-wave radiation flux, clear sky)",avg_sduvrf (W m**-2) (Time-mean surface downward UV radiation flux),avg_slhtf (W m**-2) (Time-mean surface latent heat flux),avg_snlwrf (W m**-2) (Time-mean surface net long-wave radiation flux),"avg_snlwrfcs (W m**-2) (Time-mean surface net long-wave radiation flux, clear sky)",avg_snswrf (W m**-2) (Time-mean surface net short-wave radiation flux),"avg_snswrfcs (W m**-2) (Time-mean surface net short-wave radiation flux, clear sky)",avg_ishf (W m**-2) (Time-mean surface sensible heat flux),avg_tdswrf (W m**-2) (Time mean top downward short-wave radiation flux),avg_tnlwrf (W m**-2) (Time-mean top net long-wave radiation flux),"avg_tnlwrfcs (W m**-2) (Time-mean top net long-wave radiation flux, clear sky)",avg_tnswrf (W m**-2) (Time-mean top net short-wave radiation flux),"avg_tnswrfcs (W m**-2) (Time-mean top net short-wave radiation flux, clear sky)",avg_tprate (kg m**-2 s**-1) (Time-mean total precipitation rate),avg_vimdf (kg m**-2 s**-1) (Time-mean total column vertically-integrated moisture divergence flux),tp_mm (mm) (Total precipitation),avg_tprate_W (W m**-2) (Time-mean total precipitation rate),t2m (°C) (2 metre temperature),d2m (°C) (2 metre dewpoint temperature),balanc_earth (W m**-2) (earth_balance),balanc_atmos (W m**-2) (atmospheric_balance),balanc_surface (W m**-2) (surface_balance),ano
1,816.388488181818,296.1189290909091,298.78661636363637,0.7728120100000001,0.31465968272727274,0.41833570000000003,0.8775443654545455,53.80720845454545,53.47553218181818,0.010387558136363636,-3.982722990909091e-05,94.950714,259.9538172727273,417.8288145454546,400.9744263636363,178.48331,302.2146009090909,22.588451636363637,99.59969890909092,32.05466709090909,-48.146593,-153.1054618181818,258.91278636363637,23.106169454545455,430.0824236363636,209.0724227272727,-268.9610527272727,-261.3077609090909,365.5028281818182,0.0001202257491818182,-7.117585936363637e-05,311.62674363636364,300.5643735708542,25.636624636363635,22.96893581818182,52.23534045454546,254.85508644760756,-1.6550716186363637,1995.0
2,887.0299236363636,296.0385663636364,298.70742272727273,0.7530780372727274,0.2961569590909091,0.43323431181818184,0.8722844845454546,53.90940290909091,53.60605418181819,0.00948668669090909,-4.1240511090909095e-05,101.69515872727274,268.5103681818182,417.8110827272727,401.21477181818176,186.66179454545454,310.79126,23.602916545454544,103.1338988181818,32.36292681818182,-48.20649245454546,-160.22830363636365,266.31365363636365,25.27391418181818,439.51816454545457,211.54985272727274,-269.5062254545455,-270.59463727272725,374.4255263636364,0.0001097984440909091,-5.8953022936363633e-05,284.6006009090909,274.4961131446127,25.557428545454545,22.88857209090909,59.04478645454546,230.94943546849854,-0.5424367618181818,1995.0
3,849.0426045454547,296.2701618181818,298.5659172727273,0.7969021627272728,0.3198855309090909,0.44378052272727275,0.8978218163636363,55.487171909090904,55.134651181818185,0.011177347272727274,-4.033454727272727e-05,89.79223236363636,266.4152090909091,418.6277290909091,401.8120145454546,176.41277727272725,308.7691163636364,22.492883363636363,100.86822818181818,30.428743636363638,-46.425602181818185,-151.75275727272728,265.1805754545454,21.35325281818182,437.1177472727273,205.09669454545454,-268.4968636363636,-262.2155327272727,373.1960481818182,0.00012936668536363638,-7.855077554545456e-05,335.3204172727273,323.41671447449534,25.415924090909087,23.12016690909091,57.118838363636364,280.56479027183644,-0.8974657945454545,1995.0
4,741.7914227272727,296.57103454545455,298.72512454545455,0.8009437636363637,0.34178159545454545,0.3981460363636364,0.8980267290909091,55.85769490909092,55.53379663636363,0.010811442518181818,-3.973966263636364e-05,87.94969454545455,251.52418545454546,419.38399000000004,403.1131572727273,170.36937,292.75158,21.66980390909091,99.38067654545453,29.770572,-45.25926654545455,-147.41870545454546,252.87737818181816,19.017436272727274,417.13719,208.06009818181818,-270.0165063636364,-253.53295454545457,356.7884154545455,0.000125131781,-7.3867313e-05,324.34327545454545,312.82945366745645,25.575131454545453,23.42104,45.472854818181816,259.67161155153406,-0.7499785009090908,1995.0
5,714.5968318181818,296.5992372727273,298.8199190909091,0.6445678354545454,0.3279117972727273,0.3318635109090909,0.7875932236363637,53.37597345454546,53.12058990909091,0.008575423609090908,-3.964907790909091e-05,96.92478345454546,226.45274636363638,417.13656545454546,402.16557727272726,170.7225390909091,268.8718,21.23205881818182,99.15436636363637,31.93619409090909,-46.185725818181815,-148.83155909090908,233.86965363636364,18.182143727272727,389.84378,227.06082454545455,-273.7524963636364,-249.44033818181816,332.92889454545457,9.925139118181818e-05,-4.4454077090909094e-05,257.2627090909091,248.12847682782873,25.669924636363636,23.44924372727273,22.379516545454546,171.79477057893845,-0.4411433790909091,1995.0
6,863.5393345454545,296.2561672727272,299.00600545454546,0.4099427918181818,0.2398975109090909,0.23599922272727272,0.6122238918181818,48.08424645454545,47.93727854545455,0.004328392927272728,-4.2426306636363636e-05,121.29251263636364,207.28627636363638,411.09252636363635,399.0027990909091,187.6135518181818,253.0342181818182,22.49238009090909,106.09935136363637,38.60137772727273,-50.016771818181816,-164.5240727272727,221.05653818181818,20.31474109090909,373.5535336363636,255.50121545454547,-279.50053545454546,-262.19853454545455,317.59518,5.009579409090909e-05,6.107360054545455e-06,129.8517911818182,125.23948560721527,25.856009636363638,23.106173545454546,6.697319809090908,26.32885078610376,-0.49139681467727275,1995.0
7,1125.732130909091,295.6125518181818,298.9406427272727,0.2962308972727273,0.20398143181818182,0.2316621781818182,0.52877724,44.45465881818182,44.32508236363637,0.0033420198636363637,-4.339475309090909e-05,137.74470363636362,212.07632999999998,406.51639454545455,394.9151136363636,201.96780727272727,258.8297281818182,23.947261818181815,108.5214671818182,43.491595636363634,-54.37831336363636,-177.60476454545454,226.66898,25.292821636363637,379.60785909090913,262.9016336363636,-282.0556181818182,-275.00628,323.2311827272727,3.868034418181818e-05,1.8915390545454545e-05,100.26059709090909,96.70086001278833,25.790649272727272,22.462555,12.104643363636363,-0.014841003724458542,0.2988787636363636,1995.0
8,1422.765190909091,295.7206709090909,299.8548381818182,0.3103363418181818,0.15841707000000002,0.20040334545454544,0.5027080281818181,43.199839636363635,43.086504363636365,0.0024686684272727274,-4.520904354545455e-05,157.7298918181818,222.58725272727273,408.2341818181818,398.4616327272727,224.10892727272724,274.3773372727273,26.409427818181822,113.05853072727272,47.309873272727266,-56.41564445454546,-196.31293545454545,239.34873818181816,34.547839727272724,402.709869090909,266.67874454545455,-284.8572518181818,-299.8211145454545,342.40573727272727,2.857191040909091e-05,2.9103062036363638e-05,74.06005263636364,71.42977582671764,26.70484518181818,22.570678545454545,33.14237027272728,-9.883074431849474,1.3966931427272726,1995.0
9,1648.5667363636364,295.60617636363634,300.7626554545455,0.3958155127272727,0.13738942536363635,0.18486696,0.5384169454545454,43.78251027272727,43.668980000000005,0.0025622992727272727,-4.5588427999999995e-05,178.78654181818183,245.17156000000003,411.5184390909091,402.81551818181816,245.6736390909091,295.9100563636364,29.21442209090909,114.00741645454545,50.2506250909091,-58.494815363636356,-212.9898272727273,255.43861090909093,47.163325909090915,425.5716263636363,263.2269636363636,-285.43418272727274,-319.57684727272726,361.48368000000005,2.9655950454545454e-05,3.155742719090909e-05,76.86897845454546,74.13987625361848,27.612662363636364,22.456179363636362,56.34988127272727,14.91388387746437,1.5684599472727272,1995.0
10,1895.2539636363638,295.4875318181818,300.95067181818183,0.50322025,0.1304104108181818,0.18049424727272728,0.6082853772727272,44.537065,44.41596536363637,0.002997641563636364,-4.582077563636364e-05,182.74073,257.89973909090907,412.31209818181816,403.68584454545453,251.69807545454543,306.00633,30.204131000000004,114.58834118181818,51.22286009090909,-59.452202909090914,-216.23860181818182,261.95681545454545,49.245684545454544,434.80484545454544,256.1472381818182,-284.2426918181818,-323.4593418181818,368.4103527272727,3.469387063636364e-05,2.502386635e-05,89.92924454545454,86.73467598121285,27.80067572727273,22.337538090909092,67.31210045454544,38.27672226805589,1.181714143727273,1995.0
